0.0,0.0,0.0,1,11,*,9
0.0,0.0,0.0,7,7,*,11,9
0.0,0.0,0.0,7,7,*,4,8
0.0,0.0,0.0,7,7,*,11
0.0,0.0,0.0,4,9,*,2,1
0.5,0.5,0.5,7,11,*,11
0.0,0.0,0.0,1,11,*,9,8
0.5,0.5,0.5,7,7,*,7,9
0.0,0.0,0.0,7,7,*,8,2
0.0,0.0,0.0,1,9,*,5,4
0.0,0.0,0.33333333333333326,1,9,*,5,1
0.0,0.0,0.0,7,7,*,9,8
0.0,0.0,0.0,7,7,*,6,11
0.0,0.0,0.0,1,11,*,6,8
0.0,0.0,0.0,7,7,*,8
0.0,0.0,0.0,7,7,*,6
0.0,0.0,0.0,4,9,*,6,11
0.5,0.5,0.33333333333333326,4,9,*,4,7
0.0,0.0,0.0,4,9,*,8,6
0.5,0.5,0.33333333333333326,1,9,*,1,6
0.5,0.5,0.5,1,9,*,1
0.0,0.0,0.0,7,7,*,11,9
0.5,0.5,0.33333333333333326,4,9,*,2,9
0.5,0.5,0.5,7,7,*,6,7
0.5,0.5,0.33333333333333326,1,7,*,1,6
0.5,0.5,0.5,7,7,*,7,5
0.0,0.0,0.0,1,9,*,10
0.0,0.0,0.0,7,7,*,4,1
0.0,0.0,0.0,1,9,*,5,8
0.0,0.0,0.0,7,7,*,9,10
0.0,0.0,0.33333333333333326,1,9,*,8,1
0.0,0.0,0.0,7,7,*,11,9
0.0,0.0,0.0,7,11,*,4,1
0.0,0.0,0.0,1,9,*,8,2
0.0,0.0,0.0,7,7,*,9,10
0.0,0.0,0.0,7,11,*,6,8
0.0,0.0,0.0,1,9,*,10,7
0.0,0.0,0.0,4,8,*,7,9
0.0,0.0,0.0,7,11,*,9
0.0,0.0,0.0,1,9,*,8,6
0.0,0.5,1.0,1,8,*,8,1
0.0,0.0,0.0,7,7,*,9,8
0.0,0.0,0.0,7,11,*,4,1
1.0,1.0,1.0,1,9,*,1,9
0.0,0.5,1.0,1,9,*,9,1
0.0,0.0,0.0,7,7,*,9
0.0,0.0,0.0,7,7,*,4,9
0.5,0.5,0.33333333333333326,4,9,*,4,7
0.0,0.0,0.0,1,9,*,8
0.0,0.0,0.0,7,11,*,4
0.0,0.0,0.0,7,7,*,4,10
0.0,0.0,0.0,1,9,*,10,4
0.5,0.5,0.5,9,1,*,9
0.0,0.0,0.0,1,9,*,10,7
0.5,0.5,0.5,7,7,*,4,7
0.5,0.5,0.33333333333333326,1,9,*,7,9
0.0,0.0,0.0,7,7,*,11,9
0.0,0.0,0.0,7,7,*,4
0.0,0.0,0.0,7,7,*,11,9
0.0,0.0,0.0,7,7,*,4
0.0,0.0,0.0,1,9,*,5,7
0.0,0.0,0.33333333333333326,4,9,*,9,1
0.0,0.0,0.0,4,8,*,11
0.5,0.5,0.5,6,8,*,8
0.0,0.0,0.0,7,7,*,4,10
0.0,0.0,0.0,9,1,*,10,7
0.0,0.0,0.0,7,7,*,2,1
0.5,0.5,0.33333333333333326,1,9,*,1,6
0.0,0.0,0.0,7,7,*,8,1
0.0,0.0,0.0,4,9,*,7,7
0.5,0.5,0.5,7,7,*,2,7
0.0,0.0,0.33333333333333326,1,9,*,9,11
0.0,0.0,0.0,7,7,*,2,1
0.0,0.0,0.0,1,9,*,7,8
0.0,0.0,0.0,1,9,*,7,5
0.0,0.0,0.0,7,7,*,8,6
0.0,0.0,0.0,7,11,*,2,8
0.0,0.0,0.0,1,7,*,9,10
0.0,0.0,0.0,1,9,*,5,4
0.0,0.0,0.0,7,7,*,2,8
0.0,0.0,0.0,7,7,*,9,10
0.0,0.0,0.0,7,7,*,2,11
0.0,0.0,0.0,7,7,*,2,1
0.5,0.5,0.33333333333333326,7,11,*,7,10
0.0,0.0,0.0,1,7,*,11
0.0,0.0,0.0,4,9,*,6,1
0.5,0.5,0.5,7,7,*,8,7
0.0,0.0,0.0,7,11,*,4
0.5,0.5,0.33333333333333326,1,7,*,9,7
0.5,0.5,0.5,7,7,*,8,7
0.5,0.5,0.5,7,7,*,7,4
0.0,0.0,0.0,1,9,*,7,8
0.0,0.0,0.0,1,11,*,4,5
0.0,0.0,0.33333333333333326,7,11,*,11,9
0.0,0.0,0.0,1,9,*,10,4
0.0,0.0,0.0,1,9,*,8,11
0.0,0.0,0.0,7,11,*,4,8
0.0,0.0,0.0,1,9,*,10,4
0.5,0.5,0.33333333333333326,1,9,*,1,2
0.0,0.0,0.0,1,7,*,11,9
0.5,0.5,0.33333333333333326,4,9,*,7,9
0.0,0.0,0.0,4,9,*,2,8
0.0,0.0,0.33333333333333326,1,9,*,7,1
0.0,0.0,0.0,7,7,*,11,9
0.0,0.0,0.0,7,7,*,6,11
0.0,0.0,0.0,1,9,*,5,7
0.5,0.5,0.33333333333333326,1,9,*,1,4
0.5,0.5,0.5,7,7,*,9,7
0.0,0.0,0.0,7,7,*,6,2
0.0,0.0,0.0,7,7,*,2
0.0,0.0,0.0,1,9,*,10,4
