0.25,0.25,0.2,0.25,36,17,4,3,*,4,4,4,5,3853149
0.75,0.75,1,0.75,18,18,3,3,*,18,3,3,3,3854674
0.5,0.5,0.333333,0.5,17,18,7,10,*,17,18,3,22,3886319
0.5,0.5,0.2,0.5,3,3,22,20,*,3,3,4,18,3886793
0.5,0.5,0.333333,0.5,4,3,4,4,*,4,4,4,5,3906593
0.5,0.5,0.666667,0.5,3,3,3,4,*,3,3,4,18,3956795
0.75,0.75,1,0.75,3,3,4,4,*,3,3,3,4,3989495
0.25,0.25,0.2,0.25,4,36,17,3,*,4,4,4,5,4018622
0.5,0.5,0.75,0.25,36,17,3,3,*,4,36,17,3,4064822
0.25,0.25,0.2,0.25,4,36,4,5,*,3,3,4,20,4088369
0.25,0.25,0.5,0.25,3,4,36,18,*,3,3,4,4,4095381
0.25,0.25,0.2,0.25,3,4,36,18,*,4,4,4,5,4126409
0.25,0.25,0.2,0.25,4,36,17,3,*,4,4,4,5,4179549
1,1,1,1,4,4,4,5,*,4,4,4,5,4181492
0,0,0.142857,0,3,4,36,17,*,14,20,18,3,4189633
0.5,0.5,1,0.5,3,3,4,4,*,3,4,3,4,4239070
1,1,1,1,3,4,3,4,*,3,4,3,4,4242727
0.5,0.5,1,0.5,4,3,3,4,*,3,4,3,4,4295300
0,0,0.25,0,18,2,3,18,*,3,3,4,3,4315761
0.5,0.5,1,0.25,4,3,4,4,*,3,4,3,4,4320987
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,4457188
0.5,0.5,0.5,0.5,3,4,18,19,*,3,4,3,4,4485682
1,1,1,1,18,3,3,3,*,18,3,3,3,4565008
1,1,1,1,18,3,3,3,*,18,3,3,3,4598588
0,0,0.25,0,4,18,19,19,*,3,4,3,4,4600203
0.75,0.75,0.666667,0.75,3,3,4,2,*,3,3,4,3,4602366
0.75,0.75,0.666667,0.75,3,3,3,4,*,2,3,3,4,4604206
1,1,1,1,3,4,3,4,*,3,4,3,4,4617358
0.5,0.5,1,0.5,4,3,3,4,*,3,4,3,4,4640117
0.5,0.5,1,0.5,4,3,3,4,*,3,4,3,4,4648847
0.75,0.75,0.5,0.75,18,18,18,18,*,17,18,18,18,4804777
0.75,0.75,1,0.75,3,4,4,3,*,3,4,3,3,4809047
1,1,1,1,3,4,3,3,*,3,4,3,3,4833387
0.5,0.5,1,0.5,3,4,4,4,*,3,4,3,3,4867412
1,1,1,1,2,3,3,4,*,2,3,3,4,4963153
0.5,0.5,1,0.5,3,3,3,4,*,3,4,3,3,5016502
0.5,0.5,1,0.5,3,3,3,4,*,3,4,3,3,5051625
0.5,0.5,1,0.5,3,3,4,3,*,3,4,3,3,5130775
1,1,1,1,18,18,18,18,*,18,18,18,18,5173437
1,1,1,1,3,4,3,4,*,3,4,3,4,5211612
0.5,0.5,1,0.5,3,3,4,4,*,3,4,3,4,5248926
0,0,0,0,16,17,17,17,*,14,20,18,3,5259517
0,0,0.166667,0,2,3,4,3,*,4,5,24,6,5262289
1,1,1,1,3,4,3,4,*,3,4,3,4,5299703
0.5,0.5,1,0.5,3,3,4,4,*,3,4,3,4,5342369
0.5,0.5,0.666667,0.5,3,4,4,5,*,3,4,3,4,5781959
0.5,0.5,0.5,0.5,3,4,16,18,*,3,4,3,4,5792647
0,0,0,0,17,17,16,17,*,14,20,18,3,5802698
1,1,1,1,3,4,3,4,*,3,4,3,4,5817005
1,1,1,1,3,4,3,4,*,3,4,3,4,5843747
0,0,0.166667,0,3,2,3,4,*,4,5,24,6,5906692
0.5,0.5,1,0.5,3,3,4,4,*,3,4,3,4,5927193
1,1,1,1,3,4,3,4,*,3,4,3,4,5965990
0.5,0.5,1,0.25,3,3,4,3,*,3,4,3,4,5968613
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6105523
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6168136
0.5,0.5,0.75,0.25,5,24,6,6,*,4,5,24,6,6171838
0.5,0.5,0.5,0.5,4,4,4,4,*,3,4,3,4,6196796
0,0,0.2,0,4,5,24,6,*,3,4,3,4,6208711
0.25,0.25,0.25,0.25,4,4,5,24,*,3,4,3,4,6270958
0.5,0.5,1,0.25,4,3,4,4,*,3,4,3,4,6277419
0,0,0.4,0,3,4,4,5,*,4,5,24,6,6279562
0,0,0,0,21,22,20,20,*,3,4,3,4,6316725
1,1,1,1,4,5,24,6,*,4,5,24,6,6329683
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6441282
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6442148
0.25,0.25,0.25,0.25,4,4,16,18,*,3,4,3,4,6444905
1,1,1,1,4,5,24,6,*,4,5,24,6,6504010
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6544807
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6574954
0.5,0.5,0.333333,0.5,2,4,4,4,*,3,4,3,4,6728358
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6743180
0.25,0.25,0.25,0.25,4,4,5,24,*,3,4,3,4,6757275
0.25,0.25,0.25,0.25,4,4,11,13,*,3,4,3,4,6888280
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,6974458
0.75,0.75,0.75,0.75,4,5,24,24,*,4,5,24,6,7026486
0.25,0.25,0.25,0.25,4,4,5,24,*,3,4,3,4,7073603
0.75,0.75,1,0.75,3,4,4,4,*,3,4,3,4,7087767
0.5,0.5,0.75,0.25,4,4,5,24,*,4,5,24,6,7097330
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,7139064
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,7163104
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,7166516
0.25,0.25,0.2,0.25,4,12,12,12,*,4,5,24,6,7205355
0.25,0.25,0.333333,0.25,4,4,4,5,*,3,4,3,4,7209451
0.5,0.5,0.75,0,2,4,5,24,*,4,2,4,5,7398246
0.5,0.5,0.75,0.25,2,4,5,24,*,2,2,4,5,7440933
0.25,0.25,0.666667,0.25,18,18,18,3,*,18,3,3,4,7469823
0.5,0.5,0.666667,0.5,2,3,2,4,*,4,2,2,4,7485410
0.75,0.75,1,0.75,4,2,4,5,*,2,2,4,5,7490199
1,1,1,1,2,2,4,5,*,2,2,4,5,7519487
0,0,0,0,20,20,20,17,*,2,4,4,5,7653492
0.75,0.75,0.75,0.75,2,3,4,5,*,2,2,4,5,7710164
1,1,1,1,4,2,4,5,*,4,2,4,5,7734076
0.75,0.75,1,0.75,2,2,4,5,*,4,2,4,5,7752014
0.5,0.5,1,0.5,4,5,24,24,*,4,4,5,24,8046675
0.25,0.25,0.4,0.25,2,4,4,5,*,3,4,5,24,8146758
0.5,0.5,1,0.5,2,4,4,5,*,4,2,4,5,8164167
0.25,0.25,0.4,0.25,2,4,4,5,*,3,4,5,24,8261955
0.25,0.25,0.2,0.25,3,2,2,24,*,2,2,4,5,8273820
0.5,0.5,0.5,0.25,4,4,5,24,*,4,2,4,5,8315841
0.75,0.75,1,0.75,2,4,4,5,*,2,2,4,5,8319149
0.75,0.75,0.5,0.75,2,4,4,5,*,36,4,4,5,8433385
0.5,0.5,0.5,0.25,4,4,5,24,*,4,2,4,5,8476182
0.5,0.5,0.75,0,2,4,5,24,*,4,2,4,5,8621787
0.5,0.5,0.666667,0.5,3,4,2,4,*,4,2,2,4,8783154
0.25,0.25,0.4,0.25,4,5,24,6,*,4,2,4,5,9014443
0.5,0.5,1,0.5,2,4,2,2,*,2,2,4,2,9074955
