0.25,0.25,0.25,0.25,2,4,3,2,*,7,4,7,7,3633953
0.25,0.25,0.25,0.25,5,6,6,4,*,6,6,7,7,3704488
0.5,0.5,0.666667,0.5,4,4,5,5,*,3,4,4,5,3707973
0.25,0.25,0.6,0,4,3,6,2,*,3,4,5,6,3718043
0.5,0.5,0.333333,0.5,18,3,3,3,*,3,3,3,4,3741124
0.75,0.75,0.5,0.75,20,20,21,4,*,20,20,21,22,3745805
0,0,0,0,24,24,4,24,*,6,6,6,7,3747637
0.5,0.5,1,0.5,3,4,4,4,*,3,3,3,4,3759564
0,0,0,0,20,22,4,4,*,6,6,7,7,3852444
1,1,1,1,4,4,5,5,*,4,4,5,5,3905172
0,0,0,0,24,36,17,3,*,4,4,4,5,3912651
0.5,0.5,0.5,0.25,22,20,4,4,*,20,4,4,5,3930617
0.25,0.25,1,0,18,18,3,4,*,3,3,4,18,3990464
0,0,0,0,24,24,24,24,*,6,6,7,7,3998742
1,1,1,1,20,4,4,5,*,20,4,4,5,4018622
1,1,1,1,20,4,4,5,*,20,4,4,5,4022302
0,0,0,0,5,24,4,24,*,6,6,7,7,4049993
1,1,1,1,4,4,5,5,*,4,4,5,5,4053702
1,1,1,1,20,4,4,5,*,20,4,4,5,4108657
0,0,0.4,0,17,4,4,5,*,4,5,28,6,4122485
0.5,0.5,0.5,0.5,20,4,4,5,*,20,3,4,4,4195381
0.75,0.75,0.5,0.75,5,28,6,6,*,5,24,6,6,4242727
0,0,0,0,20,21,22,3,*,5,28,6,6,4296905
0.25,0.25,0.2,0.25,28,6,6,7,*,5,24,6,6,4300694
0,0,0.25,0,6,6,7,7,*,5,24,6,6,4493747
0.25,0.25,0.333333,0.25,24,24,24,24,*,5,24,6,6,4506906
0,0,0.25,0,4,4,4,5,*,5,28,6,6,4565008
0,0,0.25,0,4,4,4,5,*,5,28,6,6,4567840
1,1,1,1,5,28,6,6,*,5,28,6,6,4569458
0.25,0.25,0.2,0.25,28,6,6,7,*,5,24,6,6,4571002
0.75,0.75,1,0.75,6,6,7,7,*,6,6,6,7,4581387
0.25,0.25,0.5,0.25,5,28,24,24,*,5,24,6,6,4617358
0.25,0.25,0.2,0.25,28,6,6,7,*,5,24,6,6,4691712
0.75,0.75,0.5,0.75,5,24,6,6,*,5,28,6,6,4722030
0.25,0.25,0.4,0.25,4,5,28,6,*,5,24,6,6,4769679
0.25,0.25,0.4,0.25,4,5,28,6,*,5,24,6,6,4784091
0.5,0.5,0.75,0.25,4,5,28,6,*,5,28,6,6,4870609
0.25,0.25,0.666667,0,4,3,3,4,*,3,4,4,5,4902429
0.5,0.5,0.75,0.25,4,5,24,6,*,5,24,6,6,4913143
0.25,0.25,0.25,0.25,4,4,4,4,*,4,5,28,6,4922974
1,1,1,1,5,24,6,6,*,5,24,6,6,4960526
0,0,0.4,0,4,5,17,24,*,5,24,6,6,4978339
0.5,0.5,0.75,0.25,4,5,24,6,*,5,24,6,6,5061832
0,0,0.5,0,4,5,5,24,*,5,24,6,6,5069099
1,1,1,1,5,24,6,6,*,5,24,6,6,5084537
0.5,0.5,0.75,0.25,4,5,24,6,*,5,24,6,6,5086175
0,0,0.2,0,4,4,5,24,*,5,28,6,6,5105222
0,0,0,0,20,20,21,21,*,5,28,6,6,5141282
0,0,0.5,0,4,4,5,24,*,5,24,6,6,5143670
0.75,0.75,0.5,0.75,5,24,6,6,*,5,28,6,6,5146211
0.5,0.5,0.4,0.5,5,3,24,6,*,5,28,6,6,5243074
0,0,0,0,19,19,20,16,*,5,24,6,6,5258482
0.5,0.5,0.666667,0.5,5,24,24,24,*,5,24,6,6,5288872
0.5,0.5,0.666667,0.5,24,6,6,6,*,5,24,6,6,5300846
1,1,1,1,5,24,6,6,*,5,24,6,6,5313975
1,1,1,1,5,24,6,6,*,5,24,6,6,5320594
0,0,0,0,19,19,19,20,*,5,24,6,6,5792647
1,1,1,1,5,24,6,6,*,5,24,6,6,5810626
1,1,1,1,5,24,6,6,*,5,24,6,6,5902127
0.5,0.5,0.666667,0.5,24,6,6,6,*,5,24,6,6,5910758
0,0,0.5,0,4,5,5,24,*,5,24,6,6,5913868
1,1,1,1,5,24,6,6,*,5,24,6,6,5956048
0.5,0.5,0.666667,0.5,24,6,6,6,*,5,24,6,6,5961714
0.5,0.5,0.666667,0.5,24,6,6,6,*,5,24,6,6,5978097
1,1,1,1,5,24,6,6,*,5,24,6,6,6008161
0.25,0.25,0.333333,0.25,24,24,24,24,*,5,24,6,6,6009653
0.25,0.25,0.2,0.25,5,21,20,20,*,5,24,6,6,6105087
0,0,0.25,0,6,6,7,7,*,5,24,6,6,6189414
0,0,0,0,22,22,21,22,*,5,24,6,6,6196796
0,0,0.25,0,6,7,7,7,*,5,28,6,6,6208711
0.5,0.5,0.666667,0.5,5,24,24,24,*,5,24,6,6,6296900
0.75,0.75,1,0.75,20,20,21,21,*,20,20,20,21,6316725
0.75,0.75,0.666667,0.75,6,6,6,7,*,28,6,6,7,6434820
0.25,0.25,0.25,0.25,6,6,6,7,*,5,24,6,6,6441282
0,0,0,0,20,20,20,20,*,5,24,6,6,6479298
1,1,1,1,5,24,6,6,*,5,24,6,6,6499483
0.5,0.5,0.666667,0.5,24,6,6,6,*,5,24,6,6,6543942
0.25,0.25,0.25,0.25,6,6,6,7,*,5,24,6,6,6641576
0.5,0.5,0.75,0.25,4,5,24,6,*,5,24,6,6,6728358
0.75,0.75,0.75,0.75,4,4,5,24,*,32,4,5,24,6853077
0.5,0.5,0.666667,0.5,5,24,24,24,*,5,24,6,6,6903505
0.25,0.25,0.25,0.25,6,6,6,7,*,5,24,6,6,6934897
0.75,0.75,0.666667,0.75,6,6,6,7,*,28,6,6,7,6941059
0.25,0.25,0.25,0.25,6,6,6,7,*,5,24,6,6,6985928
0,0,0,0,27,8,9,31,*,6,7,7,7,7033413
0.25,0.25,0.333333,0.25,24,24,24,24,*,5,24,6,6,7034791
0.25,0.25,0.25,0.25,24,24,24,33,*,5,24,6,6,7034840
0.25,0.25,0.333333,0.25,24,24,24,24,*,5,24,6,6,7076150
0,0,0,0,24,24,24,24,*,5,28,6,6,7077803
0.5,0.5,0.666667,0.5,5,24,24,24,*,5,24,6,6,7079364
0,0,0.25,0,24,22,22,22,*,5,24,6,6,7139064
0,0,0.4,0,6,7,27,8,*,28,6,6,7,7290381
0.5,0.5,0.5,0.25,24,6,6,20,*,5,24,6,6,7300977
0,0,0,0,5,18,18,18,*,3,3,4,4,7442589
1,1,1,1,6,7,27,8,*,6,7,27,8,7519487
1,1,1,1,6,7,27,8,*,6,7,27,8,7603415
1,1,1,1,6,7,27,8,*,6,7,27,8,7796069
1,1,1,1,24,24,24,24,*,24,24,24,24,7816439
1,1,1,1,24,24,24,24,*,24,24,24,24,7874918
1,1,1,1,6,7,27,8,*,6,7,27,8,8021700
1,1,1,1,27,8,9,31,*,27,8,9,31,8050401
0,0,0,0,24,24,24,24,*,6,7,27,8,8261955
1,1,1,1,6,7,27,8,*,6,7,27,8,8369265
0,0,0,0,24,24,24,24,*,6,7,27,8,8433385
0.75,0.75,0.5,0.75,5,24,24,24,*,24,24,24,24,8516687
0,0,0,0,24,24,24,24,*,6,7,27,8,8577876
0,0,0,0,7,27,8,9,*,24,24,24,24,8621787
0,0,0,0,27,8,8,6,*,24,24,24,24,8632892
0.75,0.75,0.6,0.75,5,7,27,8,*,6,7,27,8,8662954
