0.75,0.75,0.8,0.625,6,6,7,7,37,7,27,8,*,6,6,7,7,7,27,8,8,3620200
0.75,0.75,0.8,0.625,20,4,4,5,5,6,6,7,*,20,4,4,4,5,5,6,6,3622039
1,1,1,1,5,6,6,7,7,7,27,8,*,5,6,6,7,7,7,27,8,3626809
0.75,0.75,0.8,0.625,6,6,7,7,37,7,27,8,*,6,6,7,7,7,27,8,8,3628077
0.125,0.125,0.428571,0.125,4,22,20,37,7,7,7,27,*,7,20,20,20,21,20,22,21,3692431
0.25,0.25,0.428571,0.25,6,22,20,7,37,7,7,27,*,6,7,7,7,27,8,8,8,3723337
0.5,0.5,0.428571,0.375,22,20,4,4,4,5,28,24,*,20,4,4,4,5,5,6,6,3741124
0.75,0.75,0.6,0.5,7,7,7,27,8,8,8,9,*,6,7,7,7,27,8,8,8,3744251
0.125,0.125,0.625,0.125,27,4,4,36,17,3,22,5,*,6,22,3,3,17,36,4,4,3747637
0.75,0.75,1,0.75,6,7,7,37,7,27,8,8,*,6,7,37,7,7,27,8,8,3753442
0.75,0.75,0.8,0.5,5,6,6,7,7,7,27,8,*,6,6,7,7,7,27,8,8,3803603
1,1,1,1,6,7,7,7,27,8,8,8,*,6,7,7,7,27,8,8,8,3837125
0.75,0.75,1,0.625,6,7,7,7,27,37,8,8,*,6,7,37,7,7,27,8,8,3838356
0.625,0.625,0.5,0.5,5,6,6,7,7,7,27,8,*,24,6,6,6,7,7,7,27,3850331
0.75,0.75,0.8,0.5,5,6,6,7,7,7,27,8,*,6,6,7,7,7,27,8,8,3851157
0.25,0.25,0.428571,0.25,7,7,22,20,37,7,27,8,*,6,7,7,7,27,8,8,8,3853149
0.125,0.125,0.4,0.125,20,4,4,4,5,5,24,24,*,24,4,24,24,24,24,3,3,3934376
0.125,0.125,0.3,0.125,7,37,3,22,20,27,8,8,*,7,27,8,8,8,9,31,11,3959188
0.875,0.875,1,0.875,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,27,8,4054927
0,0,0.125,0,3,7,7,7,27,20,20,20,*,27,8,8,8,9,31,11,11,4062624
0.75,0.75,0.8,0.5,28,6,6,7,7,7,27,8,*,6,6,7,7,7,27,8,8,4095381
1,1,1,1,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,8,8,4108657
1,1,1,1,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,8,8,4179549
0,0,0.25,0,3,3,4,4,5,28,6,6,*,28,6,6,7,7,7,27,8,4182708
1,1,1,1,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,8,8,4187307
1,1,1,1,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,8,8,4189633
0.375,0.375,0.428571,0.375,24,24,36,6,4,4,5,28,*,24,24,24,24,25,5,5,6,4190319
1,1,1,1,6,6,7,7,7,27,8,8,*,6,6,7,7,7,27,8,8,4195381
1,1,1,1,7,7,27,8,8,8,9,31,*,7,7,27,8,8,8,9,31,4257337
0,0,0.375,0,4,5,28,6,6,7,7,7,*,22,22,3,4,4,5,24,6,4296905
0,0,0.125,0,26,24,25,25,16,27,25,26,*,7,7,7,27,8,8,8,9,4305354
0.75,0.75,0.833333,0.375,7,27,8,8,8,9,31,11,*,7,7,27,8,8,8,9,31,4308848
0.75,0.75,0.666667,0.75,3,3,5,28,6,6,7,7,*,4,4,5,28,6,6,7,7,4314099
0.75,0.75,0.8,0.75,28,6,6,7,7,7,27,8,*,28,6,6,7,7,7,7,27,4317771
0.5,0.5,0.5,0.5,7,7,27,27,28,8,8,8,*,7,7,27,8,8,8,9,31,4343199
1,1,1,1,7,7,27,8,8,8,9,31,*,7,7,27,8,8,8,9,31,4393000
1,1,1,1,7,7,27,8,8,8,9,31,*,7,7,27,8,8,8,9,31,4495310
0,0,0,0,24,24,5,5,6,28,6,6,*,7,7,7,27,8,8,8,9,4557918
0,0,0.142857,0,5,5,28,24,24,24,3,3,*,28,6,6,7,7,7,7,27,4607510
0.5,0.5,1,0.5,7,7,27,8,9,31,8,8,*,7,7,27,8,8,8,9,31,4621666
0.5,0.5,0.5,0.5,7,7,27,27,28,8,8,8,*,7,7,27,8,8,8,9,31,4648847
0.75,0.75,0.833333,0.375,7,27,8,8,8,9,31,11,*,7,7,27,8,8,8,9,31,4695582
0,0,0.111111,0,3,4,4,5,24,6,6,10,*,28,6,6,7,7,7,7,27,4770968
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,4811353
0,0,0,0,24,24,5,5,6,24,6,6,*,7,7,7,27,8,8,8,9,4818343
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,4824215
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,4833387
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,4864598
0,0,0.1,0,22,21,24,6,3,3,6,7,*,7,7,27,8,8,8,9,31,4934754
0,0,0,0,24,24,24,24,24,24,25,5,*,7,7,7,27,8,8,8,9,5016502
0.75,0.75,0.6,0.75,7,7,7,27,8,8,3,3,*,7,7,7,27,8,8,8,9,5020239
0,0,0.333333,0,6,6,3,6,7,7,7,27,*,7,7,7,27,8,8,8,9,5038333
0.25,0.25,0.6,0,6,6,6,7,7,7,27,8,*,7,7,7,27,8,8,8,9,5042955
0.75,0.75,0.6,0.5,6,7,7,7,27,8,8,8,*,7,7,7,27,8,8,8,9,5063668
0.5,0.5,0.6,0.25,6,6,7,7,7,27,8,8,*,7,7,7,27,8,8,8,9,5069099
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,5084537
0.75,0.75,0.6,0.75,7,7,7,27,8,8,3,8,*,7,7,7,27,8,8,8,9,5097876
0.75,0.75,0.6,0.5,6,7,7,7,27,8,8,8,*,7,7,7,27,8,8,8,9,5100952
0.5,0.5,0.714286,0.25,21,22,22,3,4,4,5,24,*,22,21,22,4,4,5,24,6,5141282
0.125,0.125,0.125,0.125,6,7,20,20,20,20,21,21,*,7,7,27,8,8,8,9,31,5146211
0.75,0.75,0.8,0.5,7,7,7,27,8,8,8,9,*,7,7,27,8,8,8,9,31,5264858
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,5295312
0,0,0,0,20,20,20,21,21,24,24,24,*,7,7,7,27,8,8,8,9,5377651
1,1,1,1,7,7,27,8,8,8,9,31,*,7,7,27,8,8,8,9,31,5838789
0,0,0,0,24,24,24,24,25,5,5,6,*,7,7,7,27,8,8,8,9,5874335
0.75,0.75,0.8,0.5,7,7,7,27,8,8,8,9,*,7,7,27,8,8,8,9,31,5902127
1,1,1,1,7,7,27,8,8,8,9,31,*,7,7,27,8,8,8,9,31,5954716
0.75,0.75,0.8,0.5,7,7,7,27,8,8,8,9,*,7,7,27,8,8,8,9,31,6008161
0.75,0.75,0.8,0.5,7,7,27,8,8,8,9,31,*,7,7,7,27,8,8,8,9,6009005
0,0,0,0,24,24,24,25,5,5,6,24,*,7,7,7,27,8,8,8,9,6009653
0,0,0,0,24,24,24,25,6,24,6,6,*,7,7,27,8,8,8,9,31,6038724
0.25,0.25,0.428571,0,8,8,8,9,31,35,11,11,*,7,7,27,8,8,8,9,31,6230596
0.25,0.25,0.428571,0,8,8,8,9,31,35,36,36,*,7,7,27,8,8,8,9,31,6241110
0,0,0.428571,0,25,6,24,6,6,7,27,8,*,7,7,7,27,8,8,8,9,6296900
0.25,0.25,0.6,0.125,7,27,8,8,20,20,20,20,*,7,7,7,27,8,8,8,9,6434820
0.125,0.125,0.25,0.125,8,8,8,34,11,13,9,11,*,7,7,27,8,8,8,9,31,6504010
0.75,0.75,0.833333,0.375,7,27,8,8,8,9,31,35,*,7,7,27,8,8,8,9,31,6718840
0.75,0.75,0.833333,0.375,7,27,8,8,8,9,31,35,*,7,7,27,8,8,8,9,31,6745647
0.75,0.75,0.833333,0.375,7,27,8,8,8,9,31,35,*,7,7,27,8,8,8,9,31,6824316
0,0,0,0,24,11,11,24,24,24,25,5,*,7,7,7,27,8,8,8,9,6903505
0.375,0.375,1,0.375,26,26,26,25,26,25,25,26,*,25,25,26,26,26,26,26,26,6969255
1,1,1,1,7,7,7,27,8,8,8,9,*,7,7,7,27,8,8,8,9,6975241
0,0,0.25,0,31,31,32,32,7,33,32,7,*,7,27,8,8,8,9,31,11,7097330
0,0,0.375,0,9,31,35,11,11,11,7,6,*,7,7,27,8,8,8,9,31,7163104
0.625,0.625,0.428571,0.625,12,13,13,14,7,11,13,13,*,12,13,13,12,2,11,3,13,7261122
0.625,0.625,0.666667,0.625,31,35,11,11,13,13,7,13,*,31,35,11,11,12,12,12,13,7487928
0.625,0.625,1,0.625,31,35,11,11,12,13,13,11,*,31,35,11,11,12,12,12,13,7519487
1,1,1,1,31,35,11,11,12,12,12,13,*,31,35,11,11,12,12,12,13,7586443
0.25,0.25,0.25,0.125,35,11,11,4,7,6,7,4,*,31,35,11,11,12,12,12,13,7675576
0.5,0.5,0.6,0.125,11,11,12,12,12,13,13,11,*,31,35,11,11,12,12,12,13,7716906
0.75,0.75,0.75,0.375,24,24,24,25,6,24,6,6,*,24,24,25,6,24,6,6,7,7760025
0.5,0.5,0.6,0.125,24,25,6,24,6,6,7,27,*,24,24,25,6,24,24,6,6,7816439
0.5,0.5,0.428571,0.5,31,35,11,11,8,11,11,7,*,31,35,11,11,12,12,12,13,7992878
0.25,0.25,0.285714,0.25,4,24,25,24,20,20,20,17,*,24,24,25,6,24,6,6,7,8030280
0.625,0.625,1,0.625,31,35,11,11,12,13,13,11,*,31,35,11,11,12,12,12,13,8171660
0.125,0.125,0.375,0.125,20,20,17,9,31,35,11,11,*,31,35,11,11,13,13,6,11,8238071
0.375,0.375,0.333333,0.375,24,24,25,24,20,20,20,17,*,24,24,25,6,24,6,6,7,8275156
0.5,0.5,0.428571,0.5,31,35,11,11,11,11,8,7,*,31,35,11,11,12,12,12,13,8320951
0.75,0.75,0.75,0.375,24,24,24,25,6,24,6,6,*,24,24,25,6,24,6,6,7,8341537
0.125,0.125,0.571429,0.125,13,11,13,8,13,7,13,2,*,11,2,12,8,7,3,11,11,8411995
0.375,0.375,0.75,0.125,24,25,6,24,25,25,24,25,*,24,24,25,6,24,6,6,7,8476182
0.375,0.375,0.5,0.375,24,24,25,25,26,26,26,26,*,24,24,24,25,6,24,6,6,8501336
0.625,0.625,0.666667,0.625,31,35,11,11,12,11,11,8,*,31,35,11,11,12,12,12,13,8662954
